GISID,CALENDAR_YEAR,STATE_ROUTE,LOC_ROAD_NAME_RMS,INTERSECTION_FROM,SEGMENT_FROM,OFFSET_FROM,INTERSECTION_TO,SEGMENT_TO,OFFSET_TO,MUNICIPALITY_NAME1,MUNICIPALITY_NAME2,MUNICIPALITY_NAME3,LEG_DIST_1,LEG_DIST_2,LEG_DIST_3,SENATORIAL_DIST_1,SENATORIAL_DIST_2,CONG_DISTRICT,PLANNED,COUNTY,CNT_CODE,NLF_ID,NLF_B,NLF_E,PRIORITY,NOTES,SR,LIMITS_FROM,LIMITS_TO,MCD,BIKE_PROPOSED,BIKE_NOTES,BIKELTS_EXIST,BIKELTS_IMP,LTS_PRIORITY,PRIORITY_NOTES,PROPOSAL_SOURCE,PROJECTNUM,LETDATE,STARTWORK,CONSTRUCTIONRE,MCD_INTEREST,MCD_CONTACT,DVRPCSCREENING,PENNDOTSCREENING,DISMAINTENANCE,DATECOMMUNICATION,DATARECEIPT,DATEISSUANCE,DESIGNER,DATEASSIGNED,DATECOMPLTED,PENNDOTNOTS,COUNTYNOTES,BCGPNOTES,ISACTIVE,LASTUPDATE,SEG_REGI_PRIO,SEG_COUNTY_PRIO,SEG_PUB_PRIO,FACILITYIMP,PENNFEASISCREEN,PENNFEASISCREENNOTE,DATELETTER,OUTREACHNOTE,DVRPCNOTES,ADMINSELECTED,ALTERFUNDSTREAM,FUNDOPPORTNITY,FUNDNOTES,BATCHNUM,STRIPINGCOMPLETE,STRIPINGREVIEW,SIGNALREVISED,HASSIGNAGE,SIGNAGECOMPLETE,STRIPINGSHARE,OUTREACH_PRIORITIZED,SHORTCODE,LONGCODE,CHANGECODE,SOURCE,PROJECTECMS,ESTQUANTITIES,BFL_FROM,BFL_TO,SIGNALASSIGE,SIGNALCOMPLETED,NOTIFYCOUNTY 
2116,2023,1001,SHIP RD,Boot Rd / SR 2020,10,0,Pottstown Pk / SR 0100,70,2949,WEST WHITELAND,UWCHLAN,,,,,,,,3.95,Chester,15,,,,10,,,,,,"buffered bike lanes, conventional bike lanes","AADT ~8300, Posted Speed: 35
Bike lanes are feasible between Pottstown Pike and Newcomen Road. 
At Pottstown Pike, lanes can be narrowed to 11 ft to build a 5 foot bicycle lane in the existing EB shoulder and between the through and right turn lane WB. Halfway to Bausman Road, the shoulders widen considerably allowing for buffered bike lanes on the EB side of the road up Newcomen Road. WB the shoulder slightly in the approach to the Newcomen Road intersection, here you could move the center line slightly and diet the lanes to create enough space for a bike lane, or slightly widen the shoulder in the 100' approach to the intersection. 

The roadway between Newcomen and Valley Hill Road (where the Uwchlan trail begins) would also benefit from widening. It currently narrows to roughly 26' and has AADT's (2018) of ~8400. This is too high to safely do sharrows. Widening by 6 feet here would provide enough shoulder to create a consistent bike lane here. 

The rest of the segment lacks the consistent width needed to build bike facilities and AADT's are too high for sharrows. ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"This area is a confluence of two Circuit Trails (Uwchlan and Chester Valley), and bike treatments on Ship could serve a useful interim function in connecting these trails. There is a land development proposed at Business 30 and Ship Rd. that will construct a through street (""Ship Road Couplet"") bypassing the intersection of Ship and 30, and parallel to this new roadway the developer will build part of the proposed Chester Valley Trail Extension to Downingtown (the entrance to that trail will be just south of the 30 bypass along Ship Rd.) There is also a short gap in the Uwchlan Trail (a circuit trail) along from Exton Park to the Chester Valley Trail. Bike treatments along Ship could help fill this gap. ", ,Yes,2021-09-03 14:32:23,Yes,Yes,No,Yes,Yes,"Existing plans for the Ship Road couplet by land development at Business 30 & Ship Rd will construct a walking/ bike trail along the couplet road. 

Bike Lanes are feasible between Newcomen Rd & Pottstown Pk &  if needed. Existing Uwchlan trail already has an aternate route along this segment for bicyclists

Sharrows can be accomodated to connect the two ends of Uwchlan Trail between Newcomen Rd & Valley Hill Rd (0.16 miles)",,," Most of segment is high priority in terms of regional connectivity; connections to transit, trails, and schools.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,100100100070,10010010000000702949,0,5-year plan 2020-2024,,,,,,,
2186,2023,1001,HAVERFORD RD,Manoa Rd / SR 1002,10,0,Mont. Co. Line,80,1865,LOWER MERION,HAVERFORD,,,,,,,,4.11,Delaware,23,,,,10,,,,,,N/A,"AADT: 10,000 (north end) 12,000 (south end)
LTS: 3 (north end until Polo Rd.) 4 (rest of segment)
Speed limit: 35

Consistent 4 lane cross section from north end until College Ave., where it drops a lane in the NB direction to add a  TWLTL. Then around Malvern Rd. the 4 lane cross section picks up again, before dropping again around the Wynnewood Rd. NHSL stop. Toward the south end it progresses to one lane in each direction, occasionally with parking. It is difficult to recommend anything without instituting a consistent 4 to 3 road diet for the parts that are 4 lanes. The south end's lane widths are a little more forgiving, but I would not recommend anything that isn't separated given the volumes and speeds.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , This road will undergo a road diet (ON TIP AS MPMS 115426) which might be able to accommodate bike lanes. Can connect to several Norristown High Speed Line stations and employers such as Haverford College and Bryn Mawr Hospital. This could also become an on-road section of Forge to Heinz Trail. On County Bike Plan as tertiary route., ,No,2021-05-20 16:36:07,Yes,Yes,Yes,No,N/A,,,, Scattered portions in various percentages; sections as connections to transit and trails.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,100100100080,10010010000000801865,3,5-year plan 2020-2024,,,,,,,
2143,2023,513,HULMEVILLE RD,Bristol Pk / SR 0013,10,0,Galloway Rd / SR 2023,60,2171,BENSALEM,,,,,,,,,2.74,Bucks,9,,,,10,,,,,,"Buffered bike lanes, conventional bike lanes","Between Bristol Rd. and Street Rd., the ROW width is too inconsistent for a safe bike lane. Maintain existing continental crosswalks at Kings Ave, Village Greene Blvd. 
Heading north from Street Rd. (PA-132) to Park Ave., there is enough width for buffered bike lanes with minimal narrowing of existing drive lanes. I recommend the following cross-section: 5’ bike lane | 2’ buffer | 11’ drive lane | 12’ center turn lane | 11’ drive lane | 2’ buffer | 5’ bike lane. The ROW narrows to 40’ at Park Ave., from there to Galloway Rd. This makes conventional bike lanes feasible with a cross-section of: 5’ bike lane | 10’ drive lane | 10’ center turn lane | 10’ drive lane | 5’ bike lane. 
This segment includes several schools, and I think the traffic calming benefits of lane narrowing are a worthwhile goal irrespective of bike facilities. ",0,0,N/A,,N/A,,,,,N/A," William Cmorey, Manager (wcmorey@bensalempa.gov)",,,, ,,,,,, , Major spine #2 - State Route 0513/0413 from Bucks County Bike Plan. Connects to Spine #1 - Bicycle PA Route E from same plan. Connects to SEPTA Bus Routes 128 & 129 and close proximity to SEPTA Cornwells Heights Regional Rail Station., ,Yes,2021-09-13 14:24:52,Yes,Yes,Yes,Yes,N/A,, , , Northern portion (north of 132) in top 10%. Connection to transit and schools. Southern portion LTS 4.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,051300100060,05130010000000602171,3,5-year plan 2020-2024,,,,,,,
2310,2022,4015,CHEYNEY RD,Baltimore Pk / SR 0001,30,0,Creek Rd / SR 4012,90,1094,THORNBURY,CONCORD,,,,,,,,3.07,Delaware,23,,,,0,,,,,,N/A," AADT: ~5,000
LTS: 4
Speed limit: 35

Another one of the segments where I could see travel speeds exceeding posted speeds. It would not be safe to have anything less than a separated multi-use path on this segment.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,Not on County Bike Plan,Connects to a pipeline segment of the Octoraro Trail,No,2021-05-26 12:59:07,No,No,Yes,No,N/A,,,, Southern portion could help connect to transit.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,401500300090,40150030000000901094,2,5-year plan 2020-2024,,,,,,,
2316,2022,3035,HIGHLAND AV,Fifteenth St,10,0,Bethel Rd / SR 3010,10,1511,CHESTER CITY,,,,,,,,,0.29,Delaware,23,,,,40,,,,,,N/A," AADT: ~8,000
LTS: 3
Speed limit: 25

Area not suitable for bicycle traffic without buffered bike lanes at minimum. There would be width for it if the on-street parking was used, but it doesn't seem like a worthwhile tradeoff with no real connection and the segment leading to a wide, unsafe intersection to the north.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Not on County Bike Plan. Unsafe intersections and ramps for I-95.,"Very important link in Chester City urban grid. Opportunity for a protected bike lane, mitigate ramp conflicts with striping, green paint and signage.",No,2021-05-26 13:26:42,Yes,No,Yes,No,N/A,,,, Most of segment in top 40% in terms of regional connectivity.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,303500100010,30350010000000101511,3,5-year plan 2020-2024,,,,,,,
2304,2022,2016,BALTIMORE PK,Providence Rd / SR 0252,61,0,Oak Ave / SR 2015,141,3461,SWARTHMORE,MORTON,MEDIA,,,,,,,4.35,Delaware,23,,,,0,,,,,,N/A," LTS: 4
AADT: ~15,000. Varies 10,000 to 17,000 along roadway
Speed limit: 40

High speeds, LTS, and volumes. Best that this segment is left to automobiles.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Segment is a Primary Route on County Bike Plan. Would serve a ton of work sites and businesses. Some of segment might be wide enough to provide bike lanes or at least edge lines, especially in Springfield Township (from Springfield Mall to Oak Lane).", ,No,2021-05-28 16:39:36,No,Yes,Yes,No,N/A,,,, Not a regional priority because it is LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,201600610141,20160061000001413461,4,5-year plan 2020-2024,,,,,,,
2338,2022,1027,LITTLE RD,Gravel Pk / SR 0029,10,0,Little Rd / Snyder Rd,70,630,UPPER  FREDERICK,LOWER FREDERICK,,,,,,,,3.56,Montgomery,46,,,,50,,,,,,Sharrows,"Bike lanes will not fit but this is a good candidate for sharrows, with a 35 mph speed limit. ",0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, ," Entire corridor is on Bike Montco.

Cartway appears to be 24 feet or less for a significant length. Shared lane provisions likely only option.", ,Yes,2021-09-07 14:29:16,Yes,Yes,No,Yes,Yes, Sharrows appear feasible along this section.   , , , Western portion is in top 50% in terms or regional connectivity.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,102700100070,10270010000000700630,3,5-year plan 2020-2024,,,,,,,
2285,2022,4036,ARMAND HAMMER B,Industrial Hwy,10,0,High St / SR 4031,20,1966,POTTSTOWN,LOWER POTTSGROVE,,,,,,,,0.69,Montgomery,46,,,,0,,,,,,Bike Lane,"Bike lanes fit between Cherry Ln and  Industrial Hwy, except for the two bridge crossings, which will require sharrows.

Ability to complete the bike lane from Cherry Lane to High St may depend on volumes coming into/out of the shopping center.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Entire stretch is on Bike Montco. Narrow railroad bridge over Norfolk Southern will require sharrows. Shoulders available in spots throughout rest of corridor. May be important to tie to Pottstown Hospital., Connection between SRT and High St Commercial Corridor.,Yes,2021-06-02 16:57:16,No,Yes,Yes,Yes,N/A,,,," Not a regional priority, but a potential connection to transit; LTS 3.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,403600100020,40360010000000201966,0,5-year plan 2020-2024,,,,,,,
2176,2021,2031,SELLERS AV,Fairmount Rd,34,0,Ward Ave / Ridley Ave / SR 2004,40,2186,RIDLEY PARK,RIDLEY,,,,,,,,0.64,Delaware,23,,,,20,,,,,,Sharrows," LTS: 3
AADT: ~6,000
Speed Limit: 25

Sharrows suitable, and will link neighborhoods to Ridley Park stores and SEPTA station in a low-speed, low-volume segment. ",0,0,N/A,,N/A,,,,,Yes, Ridley Park Borough: Richard Tutak,,,,07/15/2020,,,,,, , ,"ECG notes from Daniel Paschall: Though this segment doesn't connect all the way to the ECG, it looks close enough to help feed an already used segment of Sellers Rd, as backed by Strava heatmap usage. ",Yes,2021-01-06 09:26:01,Yes,No,Yes,Yes,Yes," South of Chester Pike, roadway width = 36' with one southbound 12' travel lane and two northbound 12' travel lanes. North of Chester Pike, roadway width is > 30' with one travel lane in each direction and on-street parking permitted along certain segments.

Installation of sharrows appears feasible in both directions for the length of the corridor. There is incresed ADT between Chester Pk & Swarthmore Ave (9333_1271' stretch) Evaluate if at least 4' bike lanes are possible in this stretch.", ," Ridley Park is very interested.

",  Also trail/transit connectivity priority. ,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,203100340040,20310034000000402186,3,5-year plan 2020-2024,,,,,,,
2314,2022,3033,ENGLE ST,Ninth St / SR 0013,10,0,Concord Rd / SR 3007,10,2807,CHESTER CITY,CHESTER,,,,,,,,0.53,Delaware,23,,,,40,,,,,,N/A," LTS: 3
AADT: ~6,500
Speed limit: 35

Would have to take on-street parking to add bike lanes.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Segment is Primary Route on County Bike Plan. Would be continuation of other resurfacing section on Concord Road. This segment would provide facility to Chester businesses and work sites for lower-income residents., Chester City Grid,No,2021-05-28 16:35:40,Yes,Yes,Yes,No,N/A,,,,"Top 40% regionally, and connection to schools and transit.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,303300100010,30330010000000102807,3,5-year plan 2020-2024,,,,,,,
2100,2022,2014,PAOLI PK,Market ST / SR 0003,11,0,Five Points Rd,21,3463,WEST GOSHEN,LONDON GROVE,,,,,,,,0.84,Chester,15,,,,0,,,,,,Buffered Bike Lane,"Between Turner Lane and Thomas Avenue/202 Ramp, the roadway is between 65' and 67', the posted speed is 35 and the AADT is ~12000 (2016). It may be possible the turning and outside lanes to 11' and build 5 ft. bike lanes with 2 ft buffers. DVRPC has previously done conceptual design for a side path along the north side of this roadway between the 202 ramp near Thomas to N 5 Points Road as part of its Guidance for Pedestrian and Bicycle Facilities at Expressway Interchages in Southeastern PA project (2019). ",0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, ,"Shared roadway and bicycle lane treatments have been proposed for portions of this segment in both DVRPC's ""West Chester Pike at Paoli Pike"" study (March 2018) and West Goshen's 2019 Comprehensive Plan update.", ,Yes,2021-09-07 14:28:03,No,Yes,No,Yes,Yes," Bike lanes seem feasible between West of Hwy 202 interchange till Prospect Ave. 
Bicycle facilities do not seem feasible for rest of the segment", , , LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,201400110021,20140011000000213463,0,5-year plan 2020-2024,,,,,,,
2139,2022,2043,BROWNSVILLE RD,Bristol Rd / SR 2025,50,0,Old Lincoln Hwy / SR 2045,80,2370,MIDDLETOWN,LOWER SOUTHAMPTON,,,,,,,,2.38,Bucks,9,,,,0,,,,,,N/A," Roadway is too narrow for bike lanes, and speed limits too high for sharrows",0,0,N/A,,N/A,,,,,N/A," Middletown Twp - Stephanie Teoli Kuhls (steoli@middletowntwp@org) / Lower Southampton Twp - Joseph Galdo, Manager (jgaldo@lstwp.org)",,,, ,,,,,, ,Connects to proposed Neshaminy Greenway Trail on-road bike route but not a priority segment, SEPTA and Circuit Trail connections,No,2021-05-20 14:47:35,No,No,Yes,No,N/A,, , ,Connects to priority segment to the south.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,204300500080,20430050000000802370,3,5-year plan 2020-2024,,,,,,,
2130,2022,3002,FOURTEENTH ST,Edgemont Ave / SR 0352,10,0,Upland Ave / SR 2006,10,3198,UPLAND BOROUGH,CHESTER CITY,,,,,,,,0.61,Delaware,23,,,,0,,,,,,Bikeable shoulder," AADT: ~7,500
LTS: 2
Speed limit: 35

It is a low-stress segment, but sharrows would not be safe given the posted speed. Striping a consistent bike lane is an issue given that the segment's cartway width fluctuates between 25-35 feet and the many driveways and lots along the segment. A bikeable shoulder offers traffic calming benefits while also providing a space for cylists that do use the segment to stay out of travel lanes.",0,0,N/A,,N/A,,,,,Yes," Mike Gallante, Chester City Engineer & Michael Ciach, Upland Borough Manager",,,,09/20/2021,,,,,, , Segment from 352 to Crozer Chester Medical Center is a Primary Route on County Bike Plan; section west of that is not. Would connect hospital to potential bike lanes on 352., ,Yes,2021-12-21 15:35:13,No,Yes,Yes,Yes,Yes, Bike lanes and sharrows are feasible in this segment,12/21/2021, Email requested decision on maintenance of bike facility markings; attached FAQ document, ,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,300200100010,30020010000000103198,0,5-year plan 2020-2024,,,,,,,
2111,2023,2007,BURMONT RD,Baltimore Ave / SR 2016,10,0,Glendale Rd / SR 1006,80,625,LANSDOWNE,UPPER DARBY,HAVERFORD,,,,,,,3.28,Delaware,23,,,,10,,,,,,Sharrows from Glendale Rd. to Dennison Ave.,"AADT: ~7,000
LTS: 3
Speed limit: 25

Sharrows are suitable (assuming truck volumes are sufficiently low) for almost the entire segment. There is a portion, around Marvine Ave. where the cross section widens such that two 10' travel lanes and two 5' bike lanes could be added, but there is not much value to such a short stretch of bike lanes. The portion furthest south, from Dennison Ave. to Baltimore Pike, is not suitable for sharrows as the road's curvature and surrounding land use compromises cyclist safety.",0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, , Is a Primary route on County Bike Plan. Connects to several stations of Sharon Hill and Media trolley lines. Connects at western end with Darby Creek Trail. Will connect at eastern end with Darby Creek Trail. Serves Aronomink and Drexel Hill business districts and Route 1 businesses., ,Yes,2021-09-13 14:27:36,Yes,Yes,Yes,Yes,N/A,, , ," Portions in top 10% and rest at least in top 50%. Small connections to transit, schools, and trails.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,200700100080,20070010000000800625,0,5-year plan 2020-2024,,,,,,,
2256,2023,213,MAPLE AV,Pine St / SR 0413,110,0,Lincoln Hwy / SR 2037,150,1638,LANGHORNE,MIDDLETOWN,,,,,,,,2.08,Bucks,9,,,,0,,,,,,"Conventional bike lanes, sharrows, possibly protected bike lanes","Heading east from Pine St./PA-413, ROW is generally wide enough for 6’ conventional bike lanes and 12’ travel lanes to Beechwood Cir. The road narrows from Beechwood to Buttonwood Dr. (approx. 600’), where sharrows may be appropriate. West to Lincoln Hwy, there is plenty of room for a bike facility, but the road is essentially a divided highway, so I wouldn’t recommend lanes without some form of physical protection for cyclists. It would be a heavy lift to get a bike facility here, but it would provide a worthwhile east-west connection with lots of job and transit access opportunities. ",0,0,N/A,,N/A,,,,,N/A," Langhorne Boro - Christine Schoell, Manager (manager@langhorneborough.com); Middletown Tsp - Stephanie Teoli Kuhls, Manager (steoli@middlebucks.org)",,,, ,,,,,, ," East end of this segment from Woodbourne Rd to Route 1 intersection is part of Major Spine #3 - State Route 2053 as identified in Bucks County Bike Plan. Connections to SEPTA Bus Routes 14, 129 & 130.
", West end of this segment is part of the Langhorne Street Grid,Yes,2021-09-13 14:25:06,No,Yes,Yes,Yes,N/A,, , , LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,No,021301100150,02130110000001501638,4,5-year plan 2020-2024,,,,,,,
